Sample Number,Habit,Species Name,First_Value,Second_Value,Notes
287,Shrubs,Calocedrus decurrens,8,6,
287,Shrubs,Calystegia occidentalis,2,1,
287,Shrubs,Garrya buxifolia,18,8,
287,Shrubs,Juniperus communis,24,10,
287,Shrubs,Lithocarpus densiflorus var. echinoides,27,11,
287,Shrubs,Pinus monticola,18,13,
287,Shrubs,Pseudotsuga menziesii var. menziesii,5,5,
287,Shrubs,Quercus vaccinifolia,33,10,
287,Shrubs,Rhamnus californica ssp. occidentalis,10,9,
287,Shrubs,Rhododendron macrophyllum,1,1,
287,Shrubs,Rosa gymnocarpa,2,2,
287,Shrubs,Vaccinium parvifolium,50,11,
288,Herbs,Apocynum androsaemifolium,5,2,
288,Herbs,Arnica cernua,13,5,
288,Herbs,Chimaphila menziesii,0.001,0,
288,Herbs,Chimaphila umbellata,51,15,
288,Herbs,Galium ambiguum,1,1,
288,Herbs,Goodyera oblongifolia,5,2,
288,Herbs,Hieracium albiflorum,19,9,
288,Herbs,Hieracium scouleri,10,4,
288,Herbs,Iris bracteata,11,3,
288,Herbs,Lathyrus sp.,4,0,
288,Herbs,Linnaea borealis var. longiflora,5,2,
288,Herbs,Lomatium howellii,4,1,
288,Herbs,Packera bolanderi,3,3,
288,Herbs,Phlox speciosa,0.001,0,
288,Herbs,Polystichum munitum,1,1,
288,Herbs,Prosartes hookeri,0.001,0,
288,Herbs,Pyrola picta,8,3,
288,Herbs,Trientalis latifolia,150,0,
288,Herbs,Trifolium sp.,4,2,
288,Herbs,Vancouveria chrysantha,2,2,
288,Shrubs,Arctostaphylos nevadensis,15,3,
288,Shrubs,Arctostaphylos sp.,2,1,
288,Shrubs,Arctostaphylos viscida,1,1,
288,Shrubs,Berberis pumila,28,9,
288,Shrubs,Lithocarpus densiflorus var. echinoides,13,6,
288,Shrubs,Pinus monticola,1,1,
288,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
288,Shrubs,Quercus vaccinifolia,74,23,
288,Shrubs,Rosa gymnocarpa,3,2,
288,Shrubs,Vaccinium parvifolium,7,2,
289,Herbs,Allotropa virgata,3,1,
289,Herbs,Arnica sp.,12,7,
289,Herbs,Chimaphila umbellata,19,9,
289,Herbs,Clintonia uniflora,1,1,
289,Herbs,Eucephalus brickellioides,1,1,
289,Herbs,Goodyera oblongifolia,1,1,
289,Herbs,Helenium bigelovii,0.001,0,
289,Herbs,Iris bracteata,14,5,
289,Herbs,Linnaea borealis var. longiflora,77,15,
289,Herbs,Prosartes hookeri,11,6,
289,Herbs,Pyrola picta,22,7,
289,Herbs,Whipplea modesta,24,5,
289,Shrubs,Amelanchier utahensis,4,3,
289,Shrubs,Arctostaphylos sp.,1,1,
289,Shrubs,Arctostaphylos viscida,1,1,
289,Shrubs,Berberis pumila,50,19,
289,Shrubs,Garrya buxifolia,3,3,
289,Shrubs,Lithocarpus densiflorus var. echinoides,69,19,
289,Shrubs,Pinus monticola,15,12,
289,Shrubs,Pseudotsuga menziesii var. menziesii,6,5,
289,Shrubs,Quercus vaccinifolia,13,4,
289,Shrubs,Rosa gymnocarpa,3,2,
289,Shrubs,Vaccinium parvifolium,67,11,
290,Herbs,Arnica cernua,3,2,
290,Herbs,Carex mendocinensis,29,3,
290,Herbs,Ceanothus pumilus,2,1,
290,Herbs,Galium ambiguum,6,2,
290,Herbs,Iris bracteata,30,7,
290,Herbs,Lilium bolanderi,1,1,
290,Herbs,Lomatium howellii,1,1,
290,Herbs,Lotus crassifolius,1,1,
290,Herbs,Phlox speciosa,3,2,
290,Herbs,Prosartes hookeri,14,6,
290,Herbs,Pyrola picta,7,2,
290,Herbs,Trientalis latifolia,33,6,
290,Herbs,Viola lobata,18,5,
290,Herbs,Whipplea modesta,24,3,
290,Herbs,Xerophyllum tenax,8,3,
290,Shrubs,Arctostaphylos nevadensis,16,4,
290,Shrubs,Arctostaphylos sp.,1,1,
290,Shrubs,Arctostaphylos viscida,1,1,
290,Shrubs,Berberis pumila,5,3,
290,Shrubs,Calocedrus decurrens,1,1,
290,Shrubs,Garrya buxifolia,8,5,
290,Shrubs,Lithocarpus densiflorus var. echinoides,20,5,VARIETY
290,Shrubs,Pinus monticola,2,2,
290,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
290,Shrubs,Quercus vaccinifolia,58,15,
290,Shrubs,Rhamnus californica ssp. occidentalis,5,5,
290,Shrubs,Umbellularia californica,3,2,
290,Shrubs,Vaccinium parvifolium,27,7,
291,Herbs,Arnica cernua,1,1,
291,Herbs,Carex mendocinensis,4,1,
291,Herbs,Ceanothus pumilus,2,2,
291,Herbs,Galium ambiguum,6,2,
291,Herbs,Hieracium scouleri,1,1,
291,Herbs,Iris bracteata,10,3,
291,Herbs,Lathyrus brownii,8,4,
291,Herbs,Phlox speciosa,4,2,
291,Herbs,Prosartes hookeri,6,4,
291,Herbs,Pyrola picta,1,1,
291,Herbs,Sarcodes sanguinea,1,1,
291,Herbs,UNK Grasses,3,1,
291,Herbs,Viola lobata,11,5,
291,Herbs,Xerophyllum tenax,71,15,
291,Shrubs,Arctostaphylos nevadensis,54,9,
291,Shrubs,Garrya buxifolia,11,5,
291,Shrubs,Holodiscus discolor,1,1,
291,Shrubs,Juniperus communis,1,1,
291,Shrubs,Lithocarpus densiflorus var. echinoides,13,6,
291,Shrubs,Pinus monticola,3,3,
291,Shrubs,Quercus vaccinifolia,91,20,
291,Shrubs,Rhamnus californica ssp. occidentalis,6,4,
291,Shrubs,Rosa gymnocarpa,2,1,
291,Shrubs,Umbellularia californica,4,4,
291,Shrubs,Vaccinium parvifolium,8,4,
293,Herbs,Aspidotis densa,1,1,
293,Herbs,Carex mendocinensis,63,12,
293,Herbs,Ceanothus pumilus,26,8,
293,Herbs,Cerastium arvense,12,4,
293,Herbs,Cordylanthus tenuis ssp. viscidus,5,1,
293,Herbs,Erigeron foliosus var. confinis,6,1,
293,Herbs,Eucephalus brickellioides,5,2,
293,Herbs,Galium ambiguum,8,3,
293,Herbs,Hastingsia serpentinicola,4,1,
293,Herbs,Iris bracteata,36,9,
293,Herbs,Lithospermum californicum,1,0,
293,Herbs,Lomatium macrocarpum,5,1,
293,Herbs,Lomatium triternatum,13,4,
293,Herbs,Luzula comosa,0.001,0,
293,Herbs,Packera macounii,13,4,
293,Herbs,Penstemon laetus,3,1,
293,Herbs,Perideridia oregana,1,1,
293,Herbs,Pyrrocoma racemosa var. congesta,4,1,
293,Herbs,Tauschia glauca,0.001,0,
293,Herbs,Trientalis latifolia,31,9,
293,Herbs,UNK Grass,125,12,
293,Herbs,Viola lobata,49,13,
293,Herbs,Whipplea modesta,64,13,
293,Herbs,Xerophyllum tenax,22,8,
293,Shrubs,Amelanchier utahensis,1,1,
293,Shrubs,Arctostaphylos nevadensis,16,6,
293,Shrubs,Arctostaphylos patula,1,0,"Whittaker had Arctostaphylos ""shiny"" and we changed to A. patula which is the only shiny Acrtostaphylos"
293,Shrubs,Arctostaphylos sp.,1,1,
293,Shrubs,Arctostaphylos viscida,2,2,
293,Shrubs,Berberis pumila,11,7,
293,Shrubs,Calocedrus decurrens,4,4,
293,Shrubs,Calystegia occidentalis,1,1,
293,Shrubs,Garrya buxifolia,22,12,
293,Shrubs,Juniperus communis,40,11,
293,Shrubs,Pseudotsuga menziesii var. menziesii,2,1,
293,Shrubs,Quercus vaccinifolia,33,9,
293,Shrubs,Rosa gymnocarpa,1,1,
293,Shrubs,Vaccinium parvifolium,11,3,
294,Herbs,Chimaphila umbellata,11,6,
294,Herbs,Eucephalus brickellioides,7,5,
294,Herbs,Galium ambiguum,47,6,
294,Herbs,Hieracium scouleri,3,2,
294,Herbs,Iris bracteata,36,11,
294,Herbs,Lilium bolanderi,1,1,
294,Herbs,Lomatium howellii,16,8,
294,Herbs,Lupinus latifolius var. columbianus,4,4,
294,Herbs,Pteridium aquilinum var. pubescens,14,9,
294,Herbs,Pyrola picta,8,2,
294,Herbs,Sanicula peckiana,16,8,
294,Herbs,Smilacina racemosa,1,1,
294,Herbs,Trientalis latifolia,42,9,
294,Herbs,Trifolium sp.,8,3,
294,Herbs,UNK Grasses,13,3,
294,Herbs,Veratrum insolitum,3,3,
294,Herbs,Viola lobata,19,7,
294,Herbs,Whipplea modesta,8,2,
294,Herbs,Xerophyllum tenax,12,8,
294,Shrubs,Amelanchier utahensis,3,2,
294,Shrubs,Arctostaphylos nevadensis,43,7,
294,Shrubs,Arctostaphylos sp.,4,3,
294,Shrubs,Arctostaphylos viscida,8,4,
294,Shrubs,Berberis pumila,4,3,
294,Shrubs,Calocedrus decurrens,7,0,
294,Shrubs,Chrysolepis chrysophylla var. chrysophylla,9,5,
294,Shrubs,Gaultheria shallon,45,9,
294,Shrubs,Juniperus communis,2,2,
294,Shrubs,Lithocarpus densiflorus var. echinoides,53,16,
294,Shrubs,Pinus lambertiana,2,2,
294,Shrubs,Pseudotsuga menziesii var. menziesii,11,6,
294,Shrubs,Quercus vaccinifolia,12,5,
294,Shrubs,Rhododendron macrophyllum,0.001,0,
294,Shrubs,Rosa gymnocarpa,5,3,
294,Shrubs,Rubus ursinus,19,8,
294,Shrubs,Vaccinium ovatum,1,1,
294,Shrubs,Vaccinium parvifolium,21,0,
295,Herbs,Antennaria suffrutescens,17,4,
295,Herbs,Calochortus howellii,2,2,
295,Herbs,Carex mendocinensis,91,15,
295,Herbs,Ceanothus pumilus,51,16,
295,Herbs,Eriogonum ternatum,4,3,
295,Herbs,Eriophyllum lanatum var. achillaeoides,2,2,
295,Herbs,Galium ambiguum,16,7,
295,Herbs,Hastingsia serpentinicola,5,5,
295,Herbs,Hieracium scouleri,6,1,
295,Herbs,Iris bracteata,13,6,
295,Herbs,Lomatium howellii,3,2,
295,Herbs,Lomatium triternatum,15,4,
295,Herbs,UNK Grasses,71,6,
295,Herbs,Viola lobata,2,1,
295,Shrubs,Arctostaphylos nevadensis,5,1,
295,Shrubs,Calocedrus decurrens,1,1,
295,Shrubs,Garrya buxifolia,5,4,
295,Shrubs,Juniperus communis,4,2,
295,Shrubs,Pinus jeffreyi,3,3,
295,Shrubs,Quercus vaccinifolia,9,5,
295,Shrubs,Rhamnus californica ssp. occidentalis,3,3,
295,Shrubs,Umbellularia californica,2,1,
296,Herbs,Antennaria suffrutescens,9,3,
296,Herbs,Arnica cernua,1,1,
296,Herbs,Aspidotis densa,10,3,
296,Herbs,Carex mendocinensis,42,6,
296,Herbs,Castilleja miniata,0.001,0,
296,Herbs,Ceanothus pumilus,1,1,
296,Herbs,Cypripedium californicum,1,1,
296,Herbs,Darlingtonia californica,0.001,0,
296,Herbs,Epilobium rigidum,24,3,
296,Herbs,Eriophorum criniger,0.001,0,
296,Herbs,Festuca idahoensis,0.001,0,
296,Herbs,Hastingsia serpentinicola,5,3,
296,Herbs,Helenium bigelovii,90,17,
296,Herbs,Iris bracteata,19,6,
296,Herbs,Lilium bolanderi,3,2,
296,Herbs,Lilium occidentale,0.001,0,
296,Herbs,Lomatium howellii,3,2,
296,Herbs,Microseris acuminata,0.001,0,
296,Herbs,Platanthera sparsiflora,0.001,0,
296,Herbs,Prunella vulgaris,0.001,0,
296,Herbs,Rudbeckia californica,14,6,
296,Herbs,Sisyrinchium bellum,0.001,0,"Whittaker had Sisyrinchium halophilum, but species isn't correct according to Fred Hrusa, so merged with S. bellum"
296,Herbs,Tofieldia occidentalis,5,2,
296,Herbs,Trillium rivale,0.001,0,
296,Herbs,UNK Grasses,78,11,
296,Herbs,Viola lobata,4,2,
296,Herbs,Whipplea modesta,6,2,
296,Herbs,Xerophyllum tenax,62,14,
296,Shrubs,Amelanchier utahensis,2,1,
296,Shrubs,Arctostaphylos nevadensis,8,5,
296,Shrubs,Berberis pumila,6,2,
296,Shrubs,Calystegia occidentalis,17,7,
296,Shrubs,Cupressus lawsoniana,2,1,
296,Shrubs,Garrya buxifolia,12,7,
296,Shrubs,Lithocarpus densiflorus var. echinoides,4,3,
296,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
296,Shrubs,Quercus vaccinifolia,12,5,
296,Shrubs,Rhamnus californica ssp. occidentalis,6,2,
296,Shrubs,Rhododendron occidentale,4,1,
296,Shrubs,Rosa gymnocarpa,1,1,
296,Shrubs,Umbellularia californica,2,2,
296,Shrubs,Vaccinium parvifolium,22,6,
297,Herbs,Arnica cernua,10,1,
297,Herbs,Balsamorhiza deltoidea,7,5,
297,Herbs,Carex mendocinensis,29,3,
297,Herbs,Ceanothus pumilus,3,2,
297,Herbs,Cordylanthus tenuis ssp. viscidus,12,5,
297,Herbs,Eriophyllum lanatum var. achillaeoides,6,3,
297,Herbs,Eucephalus brickellioides,16,7,
297,Herbs,Galium ambiguum,86,17,
297,Herbs,Hieracium scouleri,5,2,
297,Herbs,Iris bracteata,21,9,
297,Herbs,Lilium bolanderi,1,1,
297,Herbs,Lomatium howellii,3,3,
297,Herbs,Lomatium triternatum,3,2,
297,Herbs,Lupinus latifolius var. columbianus,1,1,
297,Herbs,Phlox speciosa,17,5,
297,Herbs,Polygala californica,2,2,
297,Herbs,Pyrola picta,4,3,
297,Herbs,Trientalis latifolia,42,8,
297,Herbs,UNK Grass,8,2,
297,Herbs,Viola lobata,43,11,
297,Herbs,Whipplea modesta,27,5,
297,Herbs,Xerophyllum tenax,7,4,
297,Shrubs,Amelanchier utahensis,2,1,
297,Shrubs,Arctostaphylos viscida,8,7,
297,Shrubs,Berberis pumila,1,1,
297,Shrubs,Calocedrus decurrens,1,1,
297,Shrubs,Garrya buxifolia,6,6,
297,Shrubs,Lithocarpus densiflorus var. echinoides,16,7,
297,Shrubs,Pinus jeffreyi,1,1,
297,Shrubs,Pinus monticola,3,3,
297,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
297,Shrubs,Quercus vaccinifolia,11,6,
297,Shrubs,Rhamnus californica ssp. occidentalis,7,6,
297,Shrubs,Umbellularia californica,2,2,
297,Shrubs,Vaccinium parvifolium,37,9,
298,Herbs,Antennaria suffrutescens,15,4,
298,Herbs,Arnica cernua,17,6,
298,Herbs,Aspidotis densa,3,2,
298,Herbs,Balsamorhiza deltoidea,10,7,
298,Herbs,Calochortus howellii,5,3,
298,Herbs,Carex mendocinensis,35,5,"listed as ""sp."""
298,Herbs,Ceanothus pumilus,22,4,
298,Herbs,Cordylanthus tenuis ssp. viscidus,19,6,
298,Herbs,Erigeron foliosus var. confinis,8,1,
298,Herbs,Eucephalus brickellioides,6,3,
298,Herbs,Galium ambiguum,27,6,
298,Herbs,Hieracium scouleri,8,4,
298,Herbs,Iris bracteata,26,7,
298,Herbs,Lomatium howellii,10,3,
298,Herbs,Lomatium triternatum,8,2,
298,Herbs,Phlox speciosa,15,5,
298,Herbs,Polygala californica,2,1,
298,Herbs,Sedum laxum,12,6,
298,Herbs,Tauschia glauca,60,8,
298,Herbs,Trientalis latifolia,42,6,
298,Herbs,UNK Grass,184,21,
298,Herbs,Viola lobata,32,7,
298,Herbs,Whipplea modesta,30,8,
298,Herbs,Xerophyllum tenax,12,4,
298,Herbs,Zigadenus micranthus,1,1,
298,Shrubs,Amelanchier utahensis,1,1,
298,Shrubs,Arctostaphylos viscida,2,2,
298,Shrubs,Berberis pumila,2,1,
298,Shrubs,Calocedrus decurrens,2,1,
298,Shrubs,Calystegia occidentalis,3,3,
298,Shrubs,Garrya buxifolia,1,1,
298,Shrubs,Holodiscus discolor,1,1,
298,Shrubs,Lithocarpus densiflorus var. echinoides,2,2,
298,Shrubs,Pinus monticola,5,3,
298,Shrubs,Quercus vaccinifolia,46,14,
298,Shrubs,Umbellularia californica,6,5,
299,Herbs,Balsamorhiza macrolepis var. platylepis,0.001,0,
299,Herbs,Blepharipappus scaber,17,7,
299,Herbs,Calochortus howellii,23,8,
299,Herbs,Ceanothus pumilus,108,19,
299,Herbs,Epilobium brachycarpum,21,5,
299,Herbs,Gilia capillaris,14,2,
299,Herbs,Hastingsia serpentinicola,38,10,
299,Herbs,Horkelia sericata,48,12,
299,Herbs,Iris bracteata,0.001,0,
299,Herbs,Lomatium triternatum,41,13,
299,Herbs,Lotus micranthus,0.001,0,
299,Herbs,Mimulus moschatus,75,6,
299,Herbs,Penstemon laetus,10,4,
299,Herbs,Perideridia oregana,15,8,
299,Herbs,Phacelia hastata ssp. hastata,0.001,0,
299,Herbs,Polygonum douglasii ssp. spergulariiforme,0.001,0,VARIETY
299,Herbs,Pyrrocoma racemosa var. congesta,0.001,0,
299,Herbs,Sanicula peckiana,2,1,
299,Herbs,UNK Grasses,438,25,
299,Herbs,Zigadenus micranthus,1,1,
299,Shrubs,Pinus jeffreyi,2,2,
299,Shrubs,Quercus garryana var. breweri,1,1,
299,Shrubs,Umbellularia californica,0.001,0,
300,Herbs,Achlys triphylla,162,16,
300,Herbs,Adenocaulon bicolor,41,11,
300,Herbs,Anemone deltoidea,7,2,
300,Herbs,Campanula scouleri,104,9,
300,Herbs,Chimaphila menziesii,2,1,
300,Herbs,Corallorhiza sp.,1,1,
300,Herbs,Fragaria vesca,3,2,
300,Herbs,Galium triflorum,27,14,
300,Herbs,Goodyera oblongifolia,2,2,
300,Herbs,Hieracium albiflorum,3,3,
300,Herbs,Mitella diversifolia,1,1,
300,Herbs,Moehringia macrophylla,22,6,
300,Herbs,Osmorhiza berteroi,2,2,
300,Herbs,Phlox adsurgens,21,7,
300,Herbs,Prosartes hookeri,67,17,
300,Herbs,Pteridium aquilinum var. pubescens,0.001,0,
300,Herbs,Smilacina sp.,20,6,
300,Herbs,Symphoricarpos sp.,1,1,
300,Herbs,Trientalis latifolia,29,7,
300,Herbs,Trillium ovatum,1,1,
300,Herbs,UNK Grass,37,15,
300,Herbs,Vancouveria hexandra,9,3,
300,Herbs,Vicia americana,15,1,
300,Herbs,Viola glabella,1,1,
300,Herbs,Whipplea modesta,21,3,
300,Shrubs,Abies concolor,1,1,
300,Shrubs,Berberis nervosa,23,8,
300,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
300,Shrubs,Ribes viscosissimum,0.001,0,
300,Shrubs,Rosa gymnocarpa,4,2,
300,Shrubs,Rubus ursinus,1,1,
303,Herbs,Achlys triphylla,16,4,
303,Herbs,Adenocaulon bicolor,2,2,
303,Herbs,Anemone deltoidea,5,3,
303,Herbs,Apocynum androsaemifolium,4,3,
303,Herbs,Campanula prenanthoides,44,4,
303,Herbs,Chimaphila menziesii,4,4,
303,Herbs,Chimaphila umbellata,78,11,
303,Herbs,Fragaria vesca,2,1,
303,Herbs,Phlox adsurgens,33,15,
303,Herbs,Pteridium aquilinum var. pubescens,17,11,
303,Herbs,Pyrola picta,1,1,
303,Herbs,Symphoricarpos albus var. laevigatus,1,1,
303,Herbs,UNK Grasses,25,9,
303,Herbs,Viola sempervirens,3,2,
303,Herbs,Whipplea modesta,7,2,
303,Shrubs,Abies concolor,1,1,
303,Shrubs,Chrysolepis chrysophylla var. chrysophylla,8,7,
303,Shrubs,Paxistima myrsinites,2,1,
303,Shrubs,Pinus lambertiana,1,1,
303,Shrubs,Pseudotsuga menziesii var. menziesii,5,5,
303,Shrubs,Quercus chrysolepis,1,1,
303,Shrubs,Rosa gymnocarpa,5,5,
303,Shrubs,Rubus ursinus,18,11,
304,Herbs,Achlys triphylla,1,1,
304,Herbs,Anemone deltoidea,2,2,
304,Herbs,Campanula scouleri,2,1,
304,Herbs,Chimaphila menziesii,1,1,
304,Herbs,Clintonia uniflora,1,1,
304,Herbs,Coptis laciniata,36,13,
304,Herbs,Galium triflorum,2,1,
304,Herbs,Goodyera oblongifolia,5,4,
304,Herbs,Linnaea borealis var. longiflora,31,9,
304,Herbs,Mitella ovalis,35,15,
304,Herbs,Polystichum munitum,3,2,
304,Herbs,Prosartes hookeri,2,2,
304,Herbs,Pyrola picta,1,1,
304,Herbs,Smilacina sp.,6,3,
304,Herbs,Trientalis latifolia,4,2,
304,Herbs,Trillium ovatum,22,9,
304,Herbs,UNK Grasses,1,1,
304,Herbs,Viola sempervirens,14,4,
304,Shrubs,Berberis nervosa,6,2,
304,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
304,Shrubs,Corylus cornuta,1,1,
304,Shrubs,Rosa gymnocarpa,11,7,
304,Shrubs,Rubus ursinus,20,12,
304,Shrubs,Vaccinium parvifolium,2,1,
305,Herbs,Achlys triphylla,6,1,
305,Herbs,Chimaphila menziesii,3,2,
305,Herbs,Chimaphila umbellata,30,13,
305,Herbs,Clintonia uniflora,2,2,
305,Herbs,Goodyera oblongifolia,11,3,
305,Herbs,Linnaea borealis var. longiflora,18,9,
305,Herbs,Mitella ovalis,2,1,
305,Herbs,Orthilia secunda,2,1,
305,Herbs,Osmorhiza berteroi,0.001,0,
305,Herbs,Phlox adsurgens,3,1,
305,Herbs,Stenanthium occidentale,0.001,0,
305,Herbs,Trillium ovatum,2,2,
305,Herbs,Viola sempervirens,12,6,
305,Herbs,Whipplea modesta,2,1,
305,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,1,1,
305,Shrubs,Berberis aquifolium var. repens,1,1,
305,Shrubs,Berberis nervosa,18,10,
305,Shrubs,Chrysolepis chrysophylla var. chrysophylla,4,4,
305,Shrubs,Cupressus lawsoniana,10,8,
305,Shrubs,Gaultheria shallon,67,20,
305,Shrubs,Paxistima myrsinites,4,3,
305,Shrubs,Pseudotsuga menziesii var. menziesii,3,3,
305,Shrubs,Quercus sadleriana,2,2,
305,Shrubs,Rhododendron macrophyllum,14,11,
305,Shrubs,Rosa gymnocarpa,3,2,
305,Shrubs,Rubus nivalis,3,2,
305,Shrubs,Rubus ursinus,6,5,
305,Shrubs,Taxus brevifolia,1,1,
305,Shrubs,Vaccinium parvifolium,9,6,
306,Herbs,Achlys triphylla,0.001,0,
306,Herbs,Apocynum androsaemifolium,8,6,
306,Herbs,Campanula prenanthoides,11,4,
306,Herbs,Goodyera oblongifolia,1,1,
306,Herbs,Prosartes hookeri,1,1,
306,Herbs,Pteridium aquilinum var. pubescens,55,17,
306,Herbs,Trientalis latifolia,16,3,
306,Herbs,Whipplea modesta,0.001,0,
306,Shrubs,Arctostaphylos viscida,0.001,0,
306,Shrubs,Chrysolepis chrysophylla var. chrysophylla,3,3,
306,Shrubs,Lithocarpus densiflorus,9,8,
306,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
306,Shrubs,Quercus chrysolepis,2,2,
306,Shrubs,Rosa gymnocarpa,5,5,
306,Shrubs,Rubus ursinus,30,14,
306,Shrubs,Toxicodendron diversilobum,17,8,
307,Herbs,Achlys triphylla,0.001,0,
307,Herbs,Apocynum androsaemifolium,8,6,
307,Herbs,Boschniakia strobilacea,1,1,"Whittaker called this Boschniakia hookeri, but Kosloff says that this spp. Is only found along the coast, so we changed them to match B. strobilacea"
307,Herbs,Campanula prenanthoides,29,11,
307,Herbs,Collomia heterophylla,6,1,
307,Herbs,Garrya fremontii,7,2,
307,Herbs,Hieracium albiflorum,1,1,
307,Herbs,Lonicera hispidula var. vacillans,1,1,
307,Herbs,Madia madioides,5,1,"Whittaker used Anisocarpus madioides, but Fred Hrusa says this is incredibly unlikely and should be Madia madioides.  We changed names."
307,Herbs,Prosartes hookeri,0.001,0,
307,Herbs,Pteridium aquilinum var. pubescens,38,17,
307,Herbs,Rupertia physodes,3,3,
307,Herbs,Tauschia kelloggii,27,16,
307,Herbs,Trientalis latifolia,18,5,
307,Herbs,UNK Grasses,0.001,0,
307,Herbs,Whipplea modesta,0.001,0,
307,Shrubs,Arbutus menziesii,1,1,
307,Shrubs,Arctostaphylos stanfordiana,4,3,
307,Shrubs,Berberis aquifolium var. repens,7,2,
307,Shrubs,Ceanothus integerrimus,0.001,0,
307,Shrubs,Chrysolepis chrysophylla var. chrysophylla,1,1,
307,Shrubs,Lithocarpus densiflorus,16,11,
307,Shrubs,Pinus lambertiana,1,1,
307,Shrubs,Pseudotsuga menziesii var. menziesii,5,4,
307,Shrubs,Quercus chrysolepis,3,3,
307,Shrubs,Rosa gymnocarpa,35,17,
307,Shrubs,Rubus ursinus,10,8,
307,Shrubs,Taxus brevifolia,1,1,
307,Shrubs,Toxicodendron diversilobum,8,8,
308,Herbs,Achlys triphylla,65,12,
308,Herbs,Apocynum androsaemifolium,1,1,
308,Herbs,Asarum hartwegii,0.001,0,
308,Herbs,Campanula prenanthoides,5,3,
308,Herbs,Campanula scouleri,22,2,
308,Herbs,Chimaphila menziesii,1,1,
308,Herbs,Chimaphila umbellata,17,4,
308,Herbs,Cypripedium fasciculatum,0.001,0,
308,Herbs,Galium triflorum,1,1,
308,Herbs,Hieracium albiflorum,17,6,
308,Herbs,Linnaea borealis var. longiflora,20,7,
308,Herbs,Lonicera hispidula var. vacillans,7,3,
308,Herbs,Phlox adsurgens,13,7,
308,Herbs,Polystichum munitum,7,6,
308,Herbs,Prosartes hookeri,2,2,
308,Herbs,Pteridium aquilinum var. pubescens,9,6,
308,Herbs,Pyrola picta,1,1,
308,Herbs,Trientalis latifolia,28,6,
308,Herbs,Trillium ovatum,2,2,
308,Herbs,UNK Grasses,11,3,
308,Herbs,Vancouveria hexandra,3,1,
308,Shrubs,Berberis nervosa,40,16,
308,Shrubs,Chrysolepis chrysophylla var. chrysophylla,7,4,
308,Shrubs,Corylus cornuta,4,4,
308,Shrubs,Gaultheria shallon,0.001,0,
308,Shrubs,Holodiscus discolor,1,1,
308,Shrubs,Lithocarpus densiflorus,15,11,
308,Shrubs,Pseudotsuga menziesii var. menziesii,4,4,
308,Shrubs,Quercus chrysolepis,2,2,
308,Shrubs,Rosa gymnocarpa,8,7,
308,Shrubs,Rubus parviflorus,1,1,
308,Shrubs,Rubus ursinus,1,1,
308,Shrubs,Toxicodendron diversilobum,4,2,
308,Shrubs,Vaccinium parvifolium,2,1,
309,Herbs,Arnica latifolia,121,17,"u22 (6-165) says 121,17 whereas u02 (2-9) says 290,12"
309,Herbs,Castilleja miniata,14,9,
309,Herbs,Corallorhiza maculata,0.001,0,
309,Herbs,Eucephalus brickellioides,137,19,
309,Herbs,Festuca occidentalis,0.001,0,
309,Herbs,Hieracium albiflorum,14,5,
309,Herbs,Luzula spicata,1,1,
309,Herbs,Mitella breweri,0.001,0,
309,Herbs,Moehringia macrophylla,3,2,
309,Herbs,Nothochelone nemorosa,33,11,
309,Herbs,Orthilia secunda,22,7,
309,Herbs,Pedicularis racemosa,8,4,
309,Herbs,Phlox adsurgens,27,10,
309,Herbs,Rubus lasiococcus,103,16,
309,Herbs,Sedum sp.,2,2,
309,Herbs,Silene grayi,0.001,0,
309,Herbs,Smilacina stellata,8,5,
309,Herbs,Trisetum spicatum,0.001,0,
309,Herbs,UNK Grass,8,4,
309,Herbs,Valeriana sitchensis,2,2,
309,Shrubs,Ribes marshallii,5,2,
309,Shrubs,Vaccinium membranaceum,11,5,
310,Herbs,Anemone oregana,0.001,0,
310,Herbs,Aquilegia formosa,3,3,
310,Herbs,Arnica latifolia,221,16,
310,Herbs,Bromus suksdorfii,0.001,0,
310,Herbs,Campanula scouleri,1475,13,
310,Herbs,Castilleja miniata,0.001,0,
310,Herbs,Claytonia caroliniana var. lewisii,2,1,
310,Herbs,Eucephalus brickellioides,0.001,0,
310,Herbs,Hieracium albiflorum,0.001,0,
310,Herbs,Ligusticum grayi,59,18,
310,Herbs,Listera caurina,2,1,
310,Herbs,Luzula spicata,11,8,
310,Herbs,Mertensia bella,0.001,0,
310,Herbs,Mitella breweri,34,9,
310,Herbs,Moehringia macrophylla,72,11,
310,Herbs,Nothochelone nemorosa,5,5,
310,Herbs,Osmorhiza berteroi,16,9,
310,Herbs,Pedicularis racemosa,19,7,
310,Herbs,Phacelia corymbosa,1,1,
310,Herbs,Rubus lasiococcus,16,6,
310,Herbs,Senecio triangularis,3,2,
310,Herbs,Smilacina racemosa,0.001,0,
